"1.0","STATE","STATE ABBREVIATION","DISTRICT","FEC ID#","INCUMBENT INDICATOR (I)","CANDIDATE NAME (First)","CANDIDATE NAME (Last)","CANDIDATE NAME (Last, First)","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)","FOOTNOTES",""
"4425.0","Tennessee","TN","04","H0TN04245 ","","Richard S.","Johnson","Johnson, Richard S.","","IND","","","","","917.0","0.00503317946550598","","","",""
"4426.0","Tennessee","TN","04","n/a","","","","","District Votes:","","116447.0","","","","182191.0","","","","",""
"4427.0","Tennessee","TN","","n/a","","","","","","","","","","","","","","","",""
"4428.0","Tennessee","TN","05 ","H2TN05131","(I)","Jim","Cooper","Cooper, Jim","","DEM","28660.0","","","","99162.0","0.5622639797688844","","","",""
"4429.0","Tennessee","TN","05","H0TN05200 ","","Eric","Pearson","Pearson, Eric","","DEM","2214.0","","","","","","","","",""
"4430.0","Tennessee","TN","05","H0TN05218","","Eric","Schechter","Schechter, Eric","","DEM","1213.0","","","","","","","","",""
"4431.0","Tennessee","TN","05","n/a","","","","","Party Votes:","DEM","32087.0","","","","","","","","",""
"4432.0","Tennessee","TN","05","H0TN05184","","David ","Hall","Hall, David ","","REP","11933.0","","","","74204.0","0.42074823374649867","","","",""
"4433.0","Tennessee","TN","05","H0TN05143","","Jeffery Alan","Hartline","Hartline, Jeffery Alan","","REP","10009.0","","","","","","","","",""
"4434.0","Tennessee","TN","05","H0TN05309","","CeCe","Heil","Heil, CeCe","","REP","9767.0","","","","","","","","",""
"4435.0","Tennessee","TN","05","H8TN05260","","Vijay ","Kumar","Kumar, Vijay ","","REP","3158.0","","","","","","","","",""
"4436.0","Tennessee","TN","05","H0TN05226 ","","Bob ","Schwartz","Schwartz, Bob ","","REP","2375.0","","","","","","","","",""
"4437.0","Tennessee","TN","05","H0TN05168","","Lonnie ","Spivak","Spivak, Lonnie ","","REP","1530.0","","","","","","","","",""
"4438.0","Tennessee","TN","05","H0TN05168","","Jarod D.","Scott","Scott, Jarod D.","","REP","1385.0","","","","","","","","",""
"4439.0","Tennessee","TN","05","H0TN05127","","Patrick ","Miranda","Miranda, Patrick ","","REP","1212.0","","","","","","","","",""
"4440.0","Tennessee","TN","05","H0TN05242 ","","Tracy C.","Tarum","Tarum, Tracy C.","","REP","1129.0","","","","","","","","",""
"4441.0","Tennessee","TN","05","H0TN05150","","Bob ","Ries","Ries, Bob ","","REP","562.0","","","","","","","","",""
"4442.0","Tennessee","TN","05","H0TN05234","","Alvin M.","Strauss","Strauss, Alvin M.","","REP","319.0","","","","","","","","",""
"4443.0","Tennessee","TN","05","n/a","","","","","Party Votes:","REP","43379.0","","","","","","","","",""
"4444.0","Tennessee","TN","05","H0TN05101","","Stephen W. ","Collings","Collings, Stephen W. ","","IND","","","","","584.0","0.0033113709302457447","","","",""
"4445.0","Tennessee","TN","05","H0TN05275 ","","John ""Big John""","Smith","Smith, John ""Big John""","","IND","","","","","533.0","0.0030221929894194894","","","",""
"4446.0","Tennessee","TN","05","H0TN05119","","Jackie ","Miller","Miller, Jackie ","","IND","","","","","444.0","0.002517549131899162","","","",""
"4447.0","Tennessee","TN","05","H8TN05252","","John P.","Miglietta","Miglietta, John P.","","IND","","","","","396.0","0.0022453816581803334","","","",""
"4448.0","Tennessee","TN","05","H0TN05259 ","","Bill ","Crook","Crook, Bill ","","IND","","","","","391.0","0.0022170308796679557","","","",""
"4449.0","Tennessee","TN","05","H0TN05291","","James G., II","Whitfield","Whitfield, James G., II","","IND","","","","","333.0","0.0018881618489243715","","","",""
"4450.0","Tennessee","TN","05","H0TN05267 ","","Joe D., Jr.","Moore","Moore, Joe D., Jr.","","IND","","","","","159.0","0.0009015547566936188","","","",""
"4451.0","Tennessee","TN","05","H0TN05283 ","","Clark ","Taylor","Taylor, Clark ","","IND","","","","","156.0","0.0008845442895861921","","","",""
"4452.0","Tennessee","TN","05","n/a","","","","","District Votes:","","75466.0","","","","176362.0","","","","",""
"4453.0","Tennessee","TN","","n/a","","","","","","","","","","","","","","","",""
"4454.0","Tennessee","TN","06","H0TN06257","","Diane ","Black","Black, Diane ","","REP","24374.0","","","","128517.0","0.6725680852399991","","","",""
"4455.0","Tennessee","TN","06","H0TN06224","","Lou Ann","Zelenik","Zelenik, Lou Ann","","REP","24091.0","","","","","","","","",""
"4456.0","Tennessee","TN","06","H0TN06240","","Jim ","Tracy","Tracy, Jim ","","REP","23808.0","","","","","","","","",""
"4457.0","Tennessee","TN","06","H0TN06208","","Dave ","Evans","Evans, Dave ","","REP","3974.0","","","","","","","","",""
"4458.0","Tennessee","TN","06","H0TN06216","","Kerry E.","Roberts","Roberts, Kerry E.","","REP","2482.0","","","","","","","","",""
"4459.0","Tennessee","TN","06","H0TN06323","","Bruce ","McLellan","McLellan, Bruce ","","REP","695.0","","","","","","","","",""
"4460.0","Tennessee","TN","06","H0TN06216","","Gary Dewitt ","Mann","Mann, Gary Dewitt ","","REP","465.0","","","","","","","","",""
"4461.0","Tennessee","TN","06","n/a","","","","","Party Votes:","REP","79889.0","","","","","","","","",""
"4462.0","Tennessee","TN","06","H0TN06273","","Brett ","Carter","Carter, Brett ","","DEM","9430.0","","","","56145.0","0.2938236587050721","","","",""
"4463.0","Tennessee","TN","06","H0TN06281","","Ben","Leming","Leming, Ben","","DEM","9208.0","","","","","","","","",""
"4464.0","Tennessee","TN","06","H0TN06307","","Henry Clay","Barry","Barry, Henry Clay","","DEM","8917.0","","","","","","","","",""
"4465.0","Tennessee","TN","06","H0TN06315 ","","Devora E.","Butler","Butler, Devora E.","","DEM","2777.0","","","","","","","","",""
"4466.0","Tennessee","TN","06","H0TN06265","","George T.","Erdel","Erdel, George T.","","DEM","817.0","","","","","","","","",""
"4467.0","Tennessee","TN","06","n/a","","","","","Party Votes:","DEM","31149.0","","","","","","","","",""
"4468.0","Tennessee","TN","06","H0TN06331","","Jim ","Boyd","Boyd, Jim ","","IND","","","","","2157.0","0.011288229260429968","","","",""
"4469.0","Tennessee","TN","06","H0TN06349 ","","David ","Purcell","Purcell, David ","","IND","","","","","1296.0","0.0067823574972263505","","","",""
"4470.0","Tennessee","TN","06","H0TN04211","","Tommy N. ","Hay","Hay, Tommy N. ","","IND","","","","","1270.0","0.006646291683238785","","","",""
"4471.0","Tennessee","TN","06","H0TN06299","","Brandon E.","Gore","Gore, Brandon E.","","IND","","","","","1103.0","0.005772330493395574","","","",""
"4472.0","Tennessee","TN","06","H0TN06356","","Stephen R. ","Sprague","Sprague, Stephen R. ","","IND","","","","","596.0","0.003119047120638044","","","",""
"4473.0","Tennessee","TN","06","n/a","","","","","District Votes:","","111038.0","","","","191084.0","","","","",""
"4474.0","Tennessee","TN","","n/a","","","","","","","","","","","","","","","",""
"4475.0","Tennessee","TN","07","H2TN06030","(I)","Marsha ","Blackburn","Blackburn, Marsha ","","REP","97088.0","","","","158916.0","0.7237172276542355","","","",""
"4476.0","Tennessee","TN","07","n/a","","","","","Party Votes:","REP","97088.0","","","","","","","","",""
"4477.0","Tennessee","TN","07","H2TN07214","","Greg ","Rabidoux","Rabidoux, Greg ","","DEM","23235.0","","","","54347.0","0.2475009449729715","","","",""
"4478.0","Tennessee","TN","07","n/a","","","","","Party Votes:","DEM","23235.0","","","","","","","","",""
"4479.0","Tennessee","TN","07","H0TN07230 ","","J. W. (Bill) ","Stone","Stone, J. W. (Bill) ","","IND","","","","","6320.0","0.028781827372792976","","","",""
"4480.0","Tennessee","TN","07","n/a","","","","","District Votes:","","120323.0","","","","219583.0","","","","",""
"4481.0","Tennessee","TN","","n/a","","","","","","","","","","","","","","","",""
"4482.0","Tennessee","TN","08","H0TN08246","","Stephen Lee","Fincher","Fincher, Stephen Lee","","REP","35024.0","","","","98759.0","0.5899405633045608","","","",""
"4483.0","Tennessee","TN","08","H0TN08261","","Ron ","Kirkland","Kirkland, Ron ","","REP","17637.0","","","","","","","","",""
"4484.0","Tennessee","TN","08","H0TN08287","","George  ","Flinn","Flinn, George  ","","REP","17308.0","","","","","","","","",""
"4485.0","Tennessee","TN","08","H0TN08303","","Randy ","Smith","Smith, Randy ","","REP","1546.0","","","","","","","","",""
"4486.0","Tennessee","TN","08","H0TN08337 ","","Ben ","Watts","Watts, Ben ","","REP","720.0","","","","","","","","",""
"4487.0","Tennessee","TN","08","H2TN08077","","James","Hart","Hart, James","","W(REP)/W","4.0","","","","9.0","5.376183507063708e-05","","","",""
"4488.0","Tennessee","TN","08","n/a","","","","","Party Votes:","REP","72239.0","","","","","","","","",""
"4489.0","Tennessee","TN","08","H0TN08253","","Roy","Herron","Herron, Roy","","DEM","27139.0","","","","64960.0","0.3880409784653983","","","",""
"4490.0","Tennessee","TN","08","H0TN08311 ","","Kimberlee E.","Smith","Smith, Kimberlee E.","","DEM","12971.0","","","","","","","","",""
"4491.0","Tennessee","TN","08","n/a","","","","","Party Votes:","DEM","40110.0","","","","","","","","",""
"4492.0","Tennessee","TN","08","H0TN08238","","Donn ","Janes","Janes, Donn ","","IND","","","","","2440.0","0.014575430841372718","","","",""
"4493.0","Tennessee","TN","08","H0TN08329 ","","Mark J. ","Rawles","Rawles, Mark J. ","","IND","","","","","1237.0","0.007389265553597563","","","",""
"4494.0","Tennessee","TN","08","n/a","","","","","District Votes:","","112349.0","","","","167405.0","","","","",""
"4495.0","Tennessee","TN","","n/a","","","","","","","","","","","","","","","",""
"4496.0","Tennessee","TN","09","H6TN09068","(I)","Steve","Cohen","Cohen, Steve","","DEM","63402.0","","","","99827.0","0.7399690156922917","","","",""
"4497.0","Tennessee","TN","09","H0TN09046","","Willie W. ","Herenton","Herenton, Willie W. ","","DEM","17153.0","","","","","","","","",""
"4498.0","Tennessee","TN","09","n/a","","","","","Party Votes:","DEM","80555.0","","","","","","","","",""
"4499.0","Tennessee","TN","09","H0TN09061","","Charlotte ","Bergmann","Bergmann, Charlotte ","","REP","13295.0","","","","33879.0","0.2511285552269341","","","",""
"4500.0","Tennessee","TN","09","H0TN09095","","James","Harrell","Harrell, James","","REP","7165.0","","","","","","","","",""
"4501.0","Tennessee","TN","09","H0TN09053","","Kevin","Millen","Millen, Kevin","","REP","1199.0","","","","","","","","",""
"4502.0","Tennessee","TN","09","n/a","","","","","Party Votes:","REP","21659.0","","","","","","","","",""
"4503.0","Tennessee","TN","09","H0TN09087 ","","Sandra ","Sullivan","Sullivan, Sandra ","","IND","","","","","673.0","0.004988621791308086","","","",""
"4504.0","Tennessee","TN","09","H0TN09079","","Perry ","Steele","Steele, Perry ","","IND","","","","","528.0","0.003913807289466077","","","",""
"4505.0","Tennessee","TN","09","n/a","","","","","District Votes:","","102214.0","","","","134907.0","","","","",""
"4506.0","Tennessee","TN","H","n/a","","","","","Total State Votes:","","940002.0","","","","1559129.0","","","","",""
"4507.0","","","","n/a","","","","","","","","","","","","","","","",""
"4508.0","Texas","TX","01","H4TX04039","(I)","Louie ","Gohmert","Gohmert, Louie ","","REP","54478.0","1.0","","","129398.0","0.8972948983766617","","","",""
"4509.0","Texas","TX","01","n/a","","","","","Party Votes:","REP","54478.0","","","","","","","","",""
"4510.0","Texas","TX","01","H0TX01090","","Charles F., III","Parkes","Parkes, Charles F., III","","LIB","*","","","","14811.0","0.10270510162333835","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",""
"4511.0","Texas","TX","01","H6TX01220","","Donald","Perkison","Perkison, Donald","","LIB","","","","","","","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",""
"4512.0","Texas","TX","01","n/a","","","","","District Votes:","","54478.0","","","","144209.0","","","","",""
"4513.0","Texas","TX","","n/a","","","","","","","","","","","","","","","",""
"4514.0","Texas","TX","02","H4TX02108","(I)","Ted","Poe","Poe, Ted","","REP","39685.0","1.0","","","130020.0","0.886111319353102","","","",""
"4515.0","Texas","TX","02","n/a","","","","","Party Votes:","REP","39685.0","","","","","","","","",""
"4516.0","Texas","TX","02","H0TX02072","","David W.","Smith","Smith, David W.","","LIB","*","","","","16711.0","0.11388868064689807","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",""
"4517.0","Texas","TX","02","n/a","","","","","District Votes:","","39685.0","","","","146731.0","","","","",""
"4518.0","Texas","TX","","n/a","","","","","","","","","","","","","","","",""
"4519.0","Texas","TX","03","H2TX03118","(I)","Sam","Johnson","Johnson, Sam","","REP","40661.0","1.0","","","101180.0","0.662814768231009","","","",""
"4520.0","Texas","TX","03","n/a","","","","","Party Votes:","REP","40661.0","","","","","","","","",""
"4521.0","Texas","TX","03","H0TX03088","","John","Lingenfelder","Lingenfelder, John","","DEM","5306.0","1.0","","","47848.0","0.31344495977779524","","","",""
"4522.0","Texas","TX","03","n/a","","","","","Party Votes:","DEM","5306.0","","","","","","","","",""
"4523.0","Texas","TX","03","H2TX27117","","Christopher J.","Claytor","Claytor, Christopher J.","","LIB","*","","","","3602.0","0.023596153342242486","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",""
"4524.0","Texas","TX","03","H8TX03065","","Harry","Pierce","Pierce, Harry","","W","","","","","22.0","0.00014411864895317453","","","",""
"4525.0","Texas","TX","03","n/a","","","","","District Votes:","","45967.0","","","","152652.0","","","","",""
"4526.0","Texas","TX","","n/a","","","","","","","","","","","","","","","",""
"4527.0","Texas","TX","04","H0TX04037","(I)","Ralph M.","Hall","Hall, Ralph M.","","REP","39579.0","0.5735754449017448","","","136338.0","0.7318746443640424","","","",""
"4528.0","Texas","TX","04","H4TX04070","","Steve","Clark","Clark, Steve","","REP","20496.0","0.2970262593472842","","","","","","","",""
"4529.0","Texas","TX","04","H0TX04102","","John","Cooper","Cooper, John","","REP","3748.0","0.054315691843951075","","","","","","","",""
"4530.0","Texas","TX","04","H6TX04067","","Jerry Ray (Tea)","Hall","Hall, Jerry Ray (Tea)","","REP","3190.0","0.046229204104109904","","","","","","","",""
